id,School_name,,Enrolled_pop,DTP_coverage_rate,DTP_religious_exemption_rate,MMR_coverage_rate,MMR_religious_exemption_rate
163,DERRYDOWN PUBLIC SCHOOL ,,167,95.8,1.8,94.6,1.8
232,ERNEST PUBLIC SCHOOL ,,55,98.2,1.8,96.4,1.8
397,LEASIDE HIGH SCHOOL ,,969,89.5,1.8,97.6,1.8
421,MARKET LANE JUNIOR AND SENIOR PUBLIC SCHOOL ,,170,90.6,1.8,90,1.8
449,MOTHER CABRINI CATHOLIC SCHOOL ,,111,94.6,1.8,94.6,1.8
456,MUIRHEAD PUBLIC SCHOOL ,,109,79.8,1.8,75.2,1.8
461,NEWTONBROOK SECONDARY SCHOOL ,,857,80.4,1.8,86.3,1.8
504,PARKFIELD JUNIOR SCHOOL ,,110,90,2.7,92.7,1.8
523,PRINCESS MARGARET JUNIOR SCHOOL ,,169,91.7,1.8,95.3,1.8
548,ROSELANDS JUNIOR PUBLIC SCHOOL ,,166,86.7,1.8,90.4,1.8
666,ST LEO CATHOLIC SCHOOL ,,168,93.5,1.8,94,1.8
672,ST MARGARET'S PUBLIC SCHOOL ,,171,86.5,1.8,90.6,1.8
705,ST SYLVESTER CATHOLIC SCHOOL ,,110,97.3,1.8,96.4,1.8
756,VALLEYFIELD JUNIOR SCHOOL ,,170,86.5,1.8,88.2,1.8
785,WILKINSON JUNIOR PUBLIC SCHOOL ,,272,94.1,1.8,95.2,1.8
112,CHARLES H BEST MIDDLE SCHOOL ,,356,87.6,1.7,89.3,1.7
170,DONVIEW MIDDLE HEALTH AND WELLNESS ACADEMY ,,356,83.7,1.7,87.4,1.7
175,DOWNSVIEW SECONDARY SCHOOL ,,583,79.9,1.7,87,1.7
258,FOREST HILL COLLEGIATE INSTITUTE ,,954,89.1,1.7,95,1.7
259,FOREST HILL JUNIOR AND SENIOR PUBLIC SCHOOL ,,650,88.6,1.7,90.2,1.7
283,GLEN AMES SENIOR PUBLIC SCHOOL ,,416,95.2,1.7,97.4,1.7
310,HEYDON PARK SECONDARY SCHOOL ,,116,83.6,1.7,97.4,1.7
459,NEIL MCNEIL HIGH SCHOOL ,,840,89.5,1.9,97,1.7
488,OUR LADY OF FATIMA CATHOLIC SCHOOL ,,477,91.6,1.7,92.2,1.7
552,RUNNYMEDE COLLEGIATE INSTITUTE ,,545,88.6,1.7,96.5,1.7
667,ST LOUIS CATHOLIC SCHOOL ,,118,96.6,1.7,96.6,1.7
670,ST MARCELLUS CATHOLIC SCHOOL ,,242,86.8,1.7,88,1.7
752,TUMPANE PUBLIC SCHOOL ,,173,94.8,1.7,94.8,1.7
46,BEVERLEY HEIGHTS MIDDLE SCHOOL ,,433,88.2,1.6,91.5,1.6
219,ÉIC MONSEIGNEUR-DE-CHARBONNEL ,,127,89.8,1.6,92.1,1.6
241,F H MILLER JUNIOR PUBLIC SCHOOL ,,61,93.4,1.6,93.4,1.6
393,L'AMOREAUX COLLEGIATE INSTITUTE ,,495,83,1.6,89.7,1.6
407,LORETTO ABBEY CATHOLIC SECONDARY SCHOOL ,,938,89.3,1.7,96.9,1.6
438,MILNE VALLEY MIDDLE SCHOOL ,,580,92.6,1.6,93.3,1.6
498,OWEN PUBLIC SCHOOL ,,250,91.2,1.6,93.6,1.6
528,R H MCGREGOR ELEMENTARY SCHOOL ,,307,94.8,1.6,94.1,1.6
537,RIPPLETON PUBLIC SCHOOL ,,122,95.9,1.6,95.9,1.6
620,ST CLARE CATHOLIC SCHOOL ,,254,92.1,1.6,94.5,1.6
641,ST GABRIEL CATHOLIC CATHOLIC SCHOOL ,,186,86.6,1.6,86.6,1.6
678,ST MARY CATHOLIC SCHOOL ,,187,92.5,1.6,93.6,1.6
777,WESTON MEMORIAL JUNIOR PUBLIC SCHOOL ,,128,88.3,1.6,90.6,1.6
798,WINSTON CHURCHILL COLLEGIATE INSTITUTE ,,561,89.3,1.6,95.5,1.6
28,AVONDALE PUBLIC SCHOOL ,,195,91.3,1.5,91.8,1.5
54,BLACKSMITH PUBLIC SCHOOL ,,67,94,1.5,94,1.5
264,GALLOWAY ROAD PUBLIC SCHOOL ,,134,89.6,1.5,94,1.5
265,GARDEN AVENUE JUNIOR PUBLIC SCHOOL ,,130,94.6,1.5,95.4,1.5
328,HOLY NAME CATHOLIC SCHOOL ,,203,96.1,1.5,97,1.5
373,JOSEPH HOWE SENIOR PUBLIC SCHOOL ,,393,96.2,1.5,96.2,1.5
428,MAURICE CODY JUNIOR PUBLIC SCHOOL ,,268,94.8,1.5,96.6,1.5
460,NELSON MANDELA PARK PUBLIC SCHOOL ,,195,92.3,1.5,92.8,1.5
463,NORMAN COOK JUNIOR PUBLIC SCHOOL ,,65,96.9,1.5,98.5,1.5
535,RENE GORDON HEALTH AND WELLNESS ACADEMY ,,132,95.5,1.5,94.7,1.5
542,ROCKFORD PUBLIC SCHOOL ,,336,78.6,1.5,80.7,1.5
571,SHEPPARD PUBLIC SCHOOL ,,67,98.5,1.5,95.5,1.5
622,ST CLEMENT'S SCHOOL ,,328,37.2,1.5,81.1,1.5
738,THE ELMS JUNIOR MIDDLE SCHOOL ,,262,81.3,1.5,83.2,1.5
741,THE STUDENT SCHOOL ,,66,78.8,1.5,93.9,1.5
768,WEST HILL COLLEGIATE INSTITUTE ,,651,86.5,1.5,94.8,1.5
25,ARBOR GLEN PUBLIC SCHOOL ,,138,97.8,1.4,97.1,1.4
57,BLAYDON PUBLIC SCHOOL ,,73,98.6,1.4,95.9,1.4
89,C R MARCHANT MIDDLE SCHOOL ,,422,87.7,1.4,89.1,1.4
101,CEDARBROOK PUBLIC SCHOOL ,,367,91.8,1.4,94.3,1.4
122,CHURCH STREET JUNIOR PUBLIC SCHOOL ,,145,91,1.4,90.3,1.4
131,CLIFFWOOD PUBLIC SCHOOL ,,142,97.9,1.4,97.2,1.4
135,CONTACT ALTERNATIVE SCHOOL ,,70,67.1,1.4,95.7,1.4
180,DREWRY SECONDARY SCHOOL ,,69,85.5,1.4,91.3,1.4
196,ECOLE-ELEMENTAIRE-ETIENNE-BRULE,,148,85.1,1.4,87.2,1.4
215,EEC SAINT-JEAN-DE-LALANDE ,,74,95.9,1.4,93.2,1.4
229,EMILY CARR PUBLIC SCHOOL ,,210,95.7,1.4,95.2,1.4
327,HOLY FAMILY CATHOLIC SCHOOL ,,138,88.4,1.4,92,1.4
349,ISLINGTON JUNIOR MIDDLE SCHOOL ,,278,83.5,1.4,89.9,1.4
368,JOHN MCCRAE PUBLIC SCHOOL ,,352,93.5,1.4,96,1.4
369,JOHN POLANYI COLLEGIATE INSTITUTE ,,871,78.3,1.5,84.4,1.4
465,NORSEMAN JUNIOR MIDDLE SCHOOL ,,496,97,1.4,97.2,1.4
472,NORTH TORONTO COLLEGIATE INSTITUTE ,,1312,89.3,1.4,96.5,1.4
517,POPLAR ROAD JUNIOR PUBLIC SCHOOL ,,138,97.1,1.4,98.6,1.4
554,RYERSON COMMUNITY SCHOOL ,,278,72.3,1.4,74.5,1.4
560,SCHOOL OF EXPERIENTIAL EDUCATION ,,72,76.4,1.4,97.2,1.4
566,SENATOR O'CONNOR COLLEGE SCHOOL ,,1364,90.1,1.4,95.3,1.4
594,ST ALPHONSUS CATHOLIC SCHOOL ,,140,90,1.4,91.4,1.4
605,ST BARBARA CATHOLIC SCHOOL ,,207,90.3,1.4,90.3,1.4
748,TOM LONGBOAT JUNIOR PUBLIC SCHOOL ,,148,94.6,1.4,96.6,1.4
18,ALVIN CURLING PUBLIC SCHOOL ,,317,94.6,1.3,96.2,1.3
48,BEVERLY GLEN JUNIOR PUBLIC SCHOOL ,,235,96.6,1.3,97,1.3
80,BROOKHAVEN PUBLIC SCHOOL ,,152,88.2,1.3,94.1,1.3
298,GULFSTREAM PUBLIC SCHOOL ,,371,90.3,1.3,93.3,1.3
300,H J ALEXANDER COMMUNITY SCHOOL ,,236,87.7,1.3,91.1,1.3
302,HARRISON PUBLIC SCHOOL ,,75,98.7,1.3,96,1.3
329,HOLY ROSARY CATHOLIC SCHOOL ,,152,93.4,1.3,91.4,1.3
436,MILLIKEN PUBLIC SCHOOL ,,159,95.6,1.3,95,1.3
495,OUR LADY OF THE ASSUMPTION CATHOLIC SCHOOL ,,240,84.6,1.3,78.8,1.3
534,REGINA MUNDI CATHOLIC SCHOOL ,,237,94.9,1.3,95.8,1.3
553,RUNNYMEDE JUNIOR AND SENIOR PUBLIC SCHOOL ,,601,96.7,1.2,97.3,1.3
578,SIR ALEXANDER MACKENZIE SENIOR PUBLIC SCHOOL ,,398,93.5,1.3,95.7,1.3
579,SIR ERNEST MACMILLAN SENIOR PUBLIC SCHOOL ,,374,93.9,1.3,94.4,1.3
628,ST DOMINIC SAVIO CATHOLIC SCHOOL ,,159,93.1,1.3,94.3,1.3
680,ST MARY'S CATHOLIC SECONDARY SCHOOL ,,690,83.5,1.3,89.4,1.3
688,ST NICHOLAS CATHOLIC SCHOOL ,,232,95.3,1.3,95.3,1.3
694,ST PIUS X CATHOLIC SCHOOL ,,315,95.2,1.3,95.2,1.3
710,ST TIMOTHY CATHOLIC SCHOOL ,,392,94.1,1.3,91.8,1.3
737,THE DIVINE INFANT CATHOLIC SCHOOL ,,77,94.8,1.3,94.8,1.3
782,WEXFORD PUBLIC SCHOOL ,,230,85.7,1.3,86.1,1.3
805,YORK MILLS COLLEGIATE INSTITUTE ,,1233,89.5,1.4,96.4,1.3
153,DAVID AND MARY THOMSON COLLEGIATE INSTITUTE ,,1003,87.9,1.2,93.2,1.2
189,EARL HAIG SECONDARY SCHOOL ,,1873,89.2,1.2,95.4,1.2
266,GATEWAY PUBLIC SCHOOL ,,411,83.2,1.2,86.9,1.2
267,GENERAL BROCK PUBLIC SCHOOL ,,243,90.5,1.2,88.9,1.2
350,J B TYRRELL SENIOR PUBLIC SCHOOL ,,416,97.4,1,97.8,1.2
398,LEDBURY PARK ELEMENTARY AND MIDDLE SCHOOL ,,339,90,1.2,92,1.2
425,MARY WARD CATHOLIC SECONDARY SCHOOL ,,1041,90.8,1.2,96.3,1.2
446,MONTROSE JUNIOR PUBLIC SCHOOL ,,84,97.6,1.2,98.8,1.2
451,MSGR FRASER COLLEGE (ALTERNATE STUDY) SECONDARY SCHOOL ,,170,80,1.2,98.2,1.2
515,PLEASANT VIEW MIDDLE SCHOOL ,,334,82.3,1.2,82.6,1.2
551,ROYWOOD PUBLIC SCHOOL ,,84,95.2,1.2,95.2,1.2
555,SACRED HEART CATHOLIC SCHOOL ,,170,92.9,1.2,93.5,1.2
580,SIR JOHN A MACDONALD COLLEGIATE INSTITUTE ,,1130,89.3,1.4,95.2,1.2
589,SPRUCECOURT JUNIOR PUBLIC SCHOOL ,,168,91.1,1.2,95.2,1.2
610,ST BERNARD CATHOLIC SCHOOL ,,404,92.8,1.2,92.8,1.2
776,WESTON COLLEGIATE INSTITUTE ,,928,86,1.3,94,1.2
9,ALBION HEIGHTS JUNIOR MIDDLE SCHOOL ,,262,95.4,0.8,95.4,1.1
19,AMESBURY MIDDLE SCHOOL ,,268,88.4,1.1,93.3,1.1
61,BLESSED PIER GIORGIO FRASSATI CATHOLIC SCHOOL ,,189,97.9,1.1,96.8,1.1
100,CEDARBRAE COLLEGIATE INSTITUTE ,,1101,86.1,1.2,94.6,1.1
178,DR MARION HILLIARD SENIOR PUBLIC SCHOOL ,,274,93.1,1.1,93.4,1.1
228,EMERY COLLEGIATE INSTITUTE ,,554,84.5,1.1,90.4,1.1
245,FAIRMOUNT PUBLIC SCHOOL ,,281,88.3,1.1,92.2,1.1
250,FENSIDE PUBLIC SCHOOL ,,94,91.5,1.1,92.6,1.1
276,GEORGE S HENRY ACADEMY ,,373,84.2,1.1,90.1,1.1
290,GRACEDALE PUBLIC SCHOOL ,,278,92.1,1.1,93.5,1.1
315,HIGHLAND HEIGHTS JUNIOR PUBLIC SCHOOL ,,94,96.8,1.1,95.7,1.1
323,HOLLYWOOD PUBLIC SCHOOL ,,180,92.8,1.1,91.7,1.1
400,LESLIEVILLE JUNIOR PUBLIC SCHOOL ,,182,89.6,1.1,93.4,1.1
437,MILLWOOD JUNIOR SCHOOL ,,185,96.8,1.1,96.8,1.1
484,OGDEN JUNIOR PUBLIC SCHOOL ,,87,95.4,1.1,95.4,1.1
529,R J LANG ELEMENTARY AND MIDDLE SCHOOL ,,278,86.3,1.1,88.5,1.1
544,ROLPH ROAD ELEMENTARY SCHOOL ,,190,97.9,1.1,96.3,1.1
593,ST ALBERT CATHOLIC SCHOOL ,,281,94.3,1.1,94,1.1
606,ST BARNABAS CATHOLIC SCHOOL ,,187,98.4,1.1,97.9,1.1
611,ST BONAVENTURE CATHOLIC SCHOOL ,,377,96,1.1,96,1.1
618,ST CHARLES CATHOLIC SCHOOL ,,176,95.5,1.1,94.3,1.1
625,ST CYRIL CATHOLIC SCHOOL ,,178,96.6,1.1,96.6,1.1
632,ST EDWARD CATHOLIC SCHOOL ,,285,94.4,1.1,93.7,1.1
644,ST GERALD CATHOLIC SCHOOL ,,180,86.7,1.1,87.2,1.1
669,ST MALACHY CATHOLIC SCHOOL ,,184,94,1.1,95.1,1.1
720,STANLEY PUBLIC SCHOOL ,,175,90.3,1.1,93.7,1.1
757,VENERABLE JOHN MERLINI CATHOLIC SCHOOL ,,174,96.6,1.1,98.3,1.1
764,WEDGEWOOD JUNIOR SCHOOL ,,181,93.4,1.1,94.5,1.1
802,WOODBINE JUNIOR HIGH SCHOOL ,,358,89.7,1.1,88.5,1.1
807,YORKWOODS PUBLIC SCHOOL ,,180,87.8,1.1,90,1.1
1,A Y JACKSON SECONDARY SCHOOL ,,1070,91,1,95.7,1
5,AGINCOURT COLLEGIATE INSTITUTE ,,1253,90.7,1,97.8,1
39,BELLMERE JUNIOR PUBLIC SCHOOL ,,193,89.1,1,88.1,1
43,BENNINGTON HEIGHTS ELEMENTARY SCHOOL ,,105,98.1,1,98.1,1
59,BLESSED CARDINAL NEWMAN CATHOLIC SCHOOL ,,996,88.7,1.1,96.4,1
90,C W JEFFERYS COLLEGIATE INSTITUTE ,,776,85.4,1,91.1,1
108,CHAMINADE COLLEGE SCHOOL ,,922,92.7,1,98.2,1
119,CHIEF DAN GEORGE PUBLIC SCHOOL ,,201,91,1,94,1
150,DANFORTH GARDENS PUBLIC SCHOOL ,,313,92.3,1,92.3,1
199,ECOLE ELEMENTAIRE JEANNE-LAJOIE ,,201,90.5,1,93,1
218,EGLINTON JUNIOR PUBLIC SCHOOL ,,207,88.9,1,87,1
286,GLENVIEW SENIOR PUBLIC SCHOOL ,,770,94.7,1,95.6,1
316,HIGHLAND JUNIOR HIGH SCHOOL ,,486,94.4,1,95.9,1
326,HOLY CROSS CATHOLIC SCHOOL ,,202,93.6,1,91.6,1
353,JACK MINER SENIOR PUBLIC SCHOOL ,,197,98.5,1,98,1
372,JOSEPH BRANT SENIOR PUBLIC SCHOOL ,,397,88.4,1,92.2,1
386,KINGSVIEW VILLAGE JUNIOR SCHOOL ,,198,81.8,1,85.9,1
416,MALVERN JUNIOR PUBLIC SCHOOL ,,197,87.8,1,92.4,1
476,NORTHVIEW HEIGHTS SECONDARY SCHOOL ,,1598,86.9,1.1,92.2,1
490,OUR LADY OF GUADALUPE CATHOLIC SCHOOL ,,99,87.9,1,83.8,1
518,PORT ROYAL PUBLIC SCHOOL ,,205,93.2,1,91.7,1
520,PRECIOUS BLOOD CATHOLIC SCHOOL ,,298,89.6,1,89.9,1
522,PRINCE OF PEACE CATHOLIC SCHOOL ,,201,95.5,1,94.5,1
582,SIR SAMUEL B STEELE JUNIOR PUBLIC SCHOOL ,,192,94.3,1,95.8,1
583,SIR WILFRID LAURIER COLLEGIATE INSTITUTE ,,1348,88.6,1,96.1,1
629,ST DOROTHY CATHOLIC SCHOOL ,,200,95.5,1,95,1
684,ST MICHAEL CATHOLIC SCHOOL ,,105,87.6,1,96.2,1
687,ST MONICA CATHOLIC SCHOOL ,,195,90.3,1,93.8,1
695,ST RAPHAEL CATHOLIC SCHOOL ,,301,94,1,94,1
724,STILECROFT PUBLIC SCHOOL ,,100,94,1,95,1
783,WHITE HAVEN JUNIOR PUBLIC SCHOOL ,,306,90.8,1,93.1,1
11,ALEXANDER STIRLING PUBLIC SCHOOL ,,229,84.7,0.9,91.3,0.9
51,BIRCHMOUNT PARK COLLEGIATE INSTITUTE ,,886,87.2,0.9,94.7,0.9
87,BURROWS HALL JUNIOR PUBLIC SCHOOL ,,112,94.6,0.9,93.8,0.9
193,EASTDALE COLLEGIATE INSTITUTE ,,116,81.9,0.9,93.1,0.9
211,ÉÉC GEORGES-ÉTIENNE-CARTIER ,,223,97.8,0.9,98.7,0.9
299,H A HALBERT JUNIOR PUBLIC SCHOOL ,,114,92.1,0.9,94.7,0.9
303,HARWOOD PUBLIC SCHOOL ,,117,94.9,0.9,96.6,0.9
333,HUMBER SUMMIT MIDDLE SCHOOL ,,458,82.3,0.9,87.1,0.9
345,INGLEWOOD HEIGHTS JUNIOR PUBLIC SCHOOL ,,109,95.4,0.9,96.3,0.9
371,JOHN WANLESS JUNIOR PUBLIC SCHOOL ,,346,94.5,0.9,96.2,0.9
401,LESTER B PEARSON COLLEGIATE INSTITUTE ,,1334,90.2,0.9,97.5,0.9
423,MARTINGROVE COLLEGIATE INSTITUTE ,,1111,89.9,0.9,96.2,0.9
445,MONSIGNOR PERCY JOHNSON CATHOLIC HIGH SCHOOL ,,964,86.7,0.9,94.7,0.9
466,NORTH AGINCOURT JUNIOR PUBLIC SCHOOL ,,225,92.4,0.9,95.1,0.9
485,ORDE STREET JUNIOR PUBLIC SCHOOL ,,211,82.5,0.9,83.4,0.9
637,ST FLORENCE CATHOLIC SCHOOL ,,108,94.4,0.9,93.5,0.9
